,compound_id,inchi_key,mass,cc_low,cc_high,formation_energy_cc,formation_energy_rc
190,323,RGHNJXZEOKUKBD-SQOUGZDYSA-M,195.148,-1134.2550546160494,-1122.3037670296433,-1128.2794108228463,-1128.2794108228484
191,330,WGCNASOHLSPBMP-UHFFFAOYSA-N,60.052,-297.6192395993525,-290.9197970136393,-294.2695183064959,265.2537732748515
192,331,XFNJVJPLKCPIBV-UHFFFAOYSA-P,76.142,-56.01805539357616,-45.12422169662305,-50.57113854509961,50.92275232286759
193,333,GETQZCLCWQTVFV-UHFFFAOYSA-O,60.119,31.195778188533144,43.14706577493932,37.17142198173623,37.171421981740885
194,334,UKAUYVFTDYCKQA-VKHMYHEASA-N,119.12,-501.09271362680227,-484.23706858127866,-492.66489110404046,-492.66489110403654
195,336,DAYLJWODMCOQEW-TURQNECASA-M,333.213,-1428.2334796403363,-1399.725843145581,-1413.9796613929586,999.2058196716131
196,337,XBDQKXXYIPTUBI-UHFFFAOYSA-M,73.072,-368.0615674894531,-357.49006214781986,-362.7758148186365,72.35701428361706
197,339,VOXZDWNPVJITMN-ZBRFXRBCSA-N,272.388,-275464.1039770779,274055.5366481687,-704.2836644546181,-11.065472518642112
198,342,HOSWPDPVFBCLSY-VKHMYHEASA-N,117.104,-460.0847628516497,-445.0055373497524,-452.54515010070105,-452.54515010071265
199,343,GUBGYTABKSRVRQ-QKKXKWKRSA-N,342.29699999999997,-1579.500947520252,-1572.5973574297602,-1576.0491524750062,-1576.0491524750012
200,346,NOTGFIUVDGNKRI-UUOKFMHZSA-L,336.19800000000004,-1366.109938811136,-1347.9628973192375,-1357.0364180651868,242.51356911567586
201,350,XHMJOUIAFHJHBW-IVMDWMLBSA-M,258.143,-1613.0373105197827,-1603.425084674665,-1608.2311975972239,-1608.2311975972232
202,351,HUMNYLRZRPPJDN-UHFFFAOYSA-N,106.124,-1.562330404364073,8.817457919205626,3.627563757420777,19.01711596691982
203,352,BEUZRXRCQLIWPE-NALJQGANSA-I,768.561,-144010.5979076115,138832.11750766085,-2589.240199975317,5.149813862499424
204,354,DAEAPNUQQAICNR-RRKCRQDMSA-K,408.181,-1786.3469059870474,-1773.9543276378665,-1780.150616812457,-15.248309606657385
205,357,SIKJAQJRHWYJAI-UHFFFAOYSA-N,117.15100000000001,216.67340675648703,225.5002435888235,221.08682517265527,221.0868251726532
206,359,BZQFBWGGLXLEPQ-REOHCLBHSA-L,183.05700000000002,-1369.1355058158615,-1364.5800332647736,-1366.8577695403176,-1366.8577695403144
207,364,ZDGJAHTZVHVLOT-YUMQZZPRSA-M,275.282,-977.446074982179,-961.8577043706307,-969.6518896764048,-456.04716005355857
208,366,RWQNBRDOKXIBIV-UHFFFAOYSA-N,126.115,-239.78423262621516,-224.53583168664488,-232.16003215643002,-100.70278995366249
209,367,PDACUKOKVHBVHJ-XVFCMESISA-M,294.18,-1181.2960321054031,-1159.1431656503348,-1170.219598877869,171.85670489354968
210,369,WQZGKKKJIJFFOK-PHYPRBDBSA-N,180.15599999999998,-912.1364962390052,-906.4203916767873,-909.2784439578962,-909.2784439578992
211,371,HHDDCCUIIUWNGJ-UHFFFAOYSA-M,103.054,-620.4395815784561,-615.7564605077488,-618.0980210431024,-618.0980210431072
212,372,GACTWZZMVMUKNG-SLPGGIOYSA-L,260.13599999999997,-1796.396911703065,-1789.0976920636924,-1792.7473018833787,-1792.7473018833716
213,373,NHVNXKFIZYSCEB-XLPZGREQSA-J,478.13699999999994,-3195.5427693947963,-3174.1045978772677,-3184.823683636032,-105.87965027308337
214,375,DBXBTMSZEOQQDU-UHFFFAOYSA-M,103.098,-499.1449147474322,-493.82350832248625,-496.48421153495923,-19.316481359955592
215,377,CSCPPACGZOOCGX-UHFFFAOYSA-N,58.08,-164.52438058955232,-155.97946902346973,-160.25192480651103,-160.25192480650995
216,379,CVSVTCORWBXHQV-UHFFFAOYSA-N,131.135,-265.17545949239826,-253.22417190599214,-259.1998156991952,-259.1998156991976
217,380,NYHBQMYGNKIUIF-UUOKFMHZSA-N,283.244,-136003.86372577373,134623.9950344496,-689.9343456620766,1652.3246897525057
218,383,BKAJNAXTPSGJCU-UHFFFAOYSA-M,129.136,-453.3717763424734,-444.1631516825369,-448.7674640125052,-448.76746401250756
219,386,JTFITTQBRJDSTL-KVTDHHQDSA-L,258.18,-1405.1867738586293,-1386.532273530454,-1395.8595236945416,-695.5111755580893
220,390,FTDHDKPUHBLBTL-SHYZEUOFSA-K,384.155,-2114.05388975446,-2095.309693585753,-2104.6817916701066,-456.9059419900584
221,396,RNBGYGVWRKECFJ-VRPWFDPXSA-J,336.084,-2601.5736184003786,-2597.165191766298,-2599.3694050833383,-2599.3694050833474
222,397,VZXPDPZARILFQX-BYPYZUCNSA-N,147.13,-675.342599948923,-662.1958411773594,-668.7692205631412,-668.7692205631411
223,398,LXNHXLLTXMVWPM-UHFFFAOYSA-N,169.18,-377.22163774503775,-361.16573147217804,-369.1936846086079,-63.40420700084276
224,399,IQFYYKKMVGJFEH-XLPZGREQSA-N,242.231,-572.1585165871311,-554.413811698877,-563.286164143004,100.70278995366262
225,402,HAEJPQIATWHALX-KQYNXXCUSA-J,504.135,-3075.46751663688,-3060.1235394081527,-3067.7955280225165,-3067.795528022519
226,404,NCYCYZXNIZJOKI-OVSJKPMPSA-N,284.443,277.3848163843885,323.59960178478684,300.49220908458767,32.847181073516474
227,408,IJOJIVNDFQSGAB-SQOUGZDYSA-L,256.10400000000004,-1751.8807657412272,-1745.8936793383846,-1748.8872225398059,-1748.8872225398077
228,411,KHWCHTKSEGGWEX-RRKCRQDMSA-L,329.21,-874.845972298616,-863.4676289989678,-869.1568006487919,7.624154803328417
229,414,MNQZXJOMYWMBOU-VKHMYHEASA-N,90.07799999999999,-439.83971333395164,-434.2986900108393,-437.0692016723955,-437.06920167239707
230,415,CIKGWCTVFSRMJU-KVQBGUIXSA-K,424.18,-137596.20057245035,133031.65783018654,-2282.271371131898,-455.22462246325745
231,416,UYPYRKYUKCHHIB-UHFFFAOYSA-N,75.111,93.74594587445371,110.64761886697055,102.19678237071213,102.19678237071247
232,417,WBYWAXJHAXSJNI-VOTSOKGWSA-M,147.154,-133.19187481228383,-120.25818260036365,-126.72502870632374,-126.72502870632204
233,419,WPAMZTWLKIDIOP-WVZVXSGGSA-M,177.13299999999998,-929.0362869007607,-915.4639551068232,-922.250121003792,-922.250121003794
234,420,LEHOTFFKMJEONL-UHFFFAOYSA-N,168.112,-363.5508688775149,-351.5995812911087,-357.5752250843118,-357.57522508431305
235,421,"CZHYZLLLSCZMRL-NTCAYCPXSA-N
",310.437,-21.88474881943763,17.847854318829082,-2.0184472503042734,-32.78957715767394
236,423,QMMFVYPAHWMCMS-UHFFFAOYSA-N,62.13,-3.148268267901795,19.686960584142373,8.269346158120289,-15.437599999998826
237,425,QHHKKMYHDBRONY-VKBDFPRVSA-J,849.59,-3394.29332708958,-3362.567440682019,-3378.4303838857995,-182.09851596538346
238,427,LABSPYBHMPDTEL-LIZSDCNHSA-L,420.26099999999997,-2434.957782800291,-2426.1796583543382,-2430.5687205773147,-2430.568720577317
239,428,WVIMUEUQJFPNDK-PEBGCTIMSA-M,445.23800000000006,-2224.6124924120086,-2203.4966832054906,-2214.0545878087496,632.735683462126
240,430,PSXWNITXWWECNY-UCBTUHGZSA-L,544.3,-2796.701429272,-2772.4145834543174,-2784.5580063631587,-49.880650441264144
241,435,ABCOOORLYAOBOZ-KQYNXXCUSA-L,364.208,-1491.602568126113,-1471.7917501509314,-1481.6971591385222,117.85282804234298
242,437,FERIUCNNQQJTOY-UHFFFAOYSA-M,87.09899999999999,-358.56689069938744,-346.6156031129813,-352.5912469061844,-352.59124690618773
243,438,RXKJFZQQPQGTFL-UHFFFAOYSA-N,90.07799999999999,-456.355037122901,-447.7659216635546,-452.0604793932278,-452.06047939322883
244,439,SRBFZHDQGSBBOR-HWQSCIPKSA-N,150.13,-765.2948562197971,-759.756710802496,-762.5257835111465,-2.4487391258465387
245,443,HLKXYZVTANABHZ-REOHCLBHSA-L,174.113,-822.437018451283,-803.8518688269436,-813.1444436391133,-813.1444436391215
246,447,FBPFZTCFMRRESA-JGWLITMVSA-N,182.172,-948.0837409875709,-942.8425344485789,-945.4631377180749,-945.4631377180724
247,453,QWBAFPFNGRFSFB-UHFFFAOYSA-M,103.054,-620.6865563417755,-612.4388008018952,-616.5626785718354,-616.5626785718357
248,456,WVMWZWGZRAXUBK-SYTVJDICSA-M,189.144,-996.2169707315434,-971.5988309138386,-983.907900822691,-101.40844856064244
249,459,KDTSHFARGAKYJN-IBOSZNHHSA-L,685.54,-2283.661203342599,-2250.3362063034274,-2266.998704823013,929.3331630974346
250,467,NWZYYCVIOKVTII-SFOWXEAESA-M,133.084,-686.0704749721708,-671.1122565373041,-678.5913657547375,-678.5913657547405
251,470,PCXDJQZLDDHMGX-UHFFFAOYSA-O,74.102,-157.863560039318,-146.9697263423649,-152.41664319084146,-50.922752322869265
252,472,JPXZQMKKFWMMGK-KQYNXXCUSA-K,425.164,-2211.131481309865,-2195.0350883675956,-2203.0832848387304,-2203.083284838733
253,474,WLJVXDMOQOGPHL-UHFFFAOYSA-M,135.143,-209.85435632768107,-198.11660969300075,-203.98548301034091,18.2289608630641
254,482,OIVLITBTBDPEFK-UHFFFAOYSA-N,114.104,-265.35561596846003,-252.10315425601777,-258.7293851122389,102.66450977929517
255,483,XFVULMDJZXYMSG-ZIYNGMLESA-L,337.18199999999996,-1525.0094418924982,-1502.85657543743,-1513.933008664964,-171.85670489355343
256,484,NBSCHQHZLSJFNQ-VFUOTHLCSA-L,258.12,-1760.3033417164959,-1752.6748690073134,-1756.4891053619046,-0.6573493082389329
257,486,HEBKCHPVOIAQTA-SCDXWVJYSA-N,152.14600000000002,-787.1685314131273,-780.1686837938048,-783.6686076034661,-783.6686076034612
258,487,MEANFMOQMXYMCT-OLZOCXBDSA-M,454.42400000000004,-136045.6597599751,134582.20055716613,-731.7296014044965,1.692804414941448
259,489,SJZRECIVHVDYJC-UHFFFAOYSA-M,103.098,-485.6985194461099,-479.16405462595367,-482.4312870360318,-42.78294277306326
260,493,KYOBSHFOBAOFBF-XVFCMESISA-K,365.168,-1899.442183684495,-1876.398046382657,-1887.920115033576,-1887.920115033606
261,494,IXPYGZIWHPPILV-NALJQGANSA-J,771.584,-144020.8975353364,138821.81787993576,-2599.5398277003146,-5.149813862499661
262,497,RMHHUKGVZFVHED-UHFFFAOYSA-L,146.055,-956.1486669132729,-946.9778011215288,-951.5632340174009,-8.887883818446815
263,503,GMKMEZVLHJARHF-SYDPRGILSA-N,190.199,-693.7090055840786,-681.8031360470889,-687.7560708155837,-0.8271399335169032
264,514,LFLUCDOSQPJJBE-UHFFFAOYSA-K,181.017,-1455.2063293476197,-1450.9648916805625,-1453.085610514091,-1453.0856105140938
265,516,SRBFZHDQGSBBOR-ZRMNMSDTSA-N,150.13,-749.0859227551051,-742.7931640109497,-745.9395433830274,-745.9395433830282
266,518,LTFMZDNNPPEQNG-KVQBGUIXSA-L,345.209,-136685.7513275231,133942.10707511235,-1371.8221262053762,455.22462246325875
267,520,NHZMQXZHNVQTQA-UHFFFAOYSA-O,169.203,-231.92091379332405,-214.99631180925545,-223.45861280128975,82.33086480647447
268,522,KDZOASGQNOPSCU-WDSKDSINSA-M,289.269,-919.4477958805257,-900.3492687596452,-909.8985323200855,-452.4279115111897
269,532,WFPZSXYXPSUOPY-ROYWQJLOSA-L,587.3290000000001,-2610.9627162987267,-2602.671420236665,-2606.817068267696,-2606.8170682677037
270,533,WVDDGKGOMKODPV-UHFFFAOYSA-N,108.14,-39.596562338214085,-29.216774014644354,-34.40666817642922,-19.017115966916503
271,534,SXMOKYXNAPLNCW-GORZOVPNSA-J,791.51,-3253.817268989825,-3216.2191902439413,-3235.018229616883,598.7052509817047
272,536,OFBHPPMPBOJXRT-DPXQIYNJSA-J,459.26599999999996,-1640.8876497919305,-1632.337985730151,-1636.6128177610408,-1636.612817761045
273,537,OKZYCXHTTZZYSK-ZCFIWIBFSA-K,225.114,-1493.4191246564244,-1484.7446929967857,-1489.081908826605,456.5954257208151
274,544,CGSJXLIKVBJVRY-XTGBIJOFSA-N,384.648,-472921.5295330119,471744.7451723945,-588.392180308704,-3.400882585891624
275,545,COJBGNAUUSNXHX-UHFFFAOYSA-M,144.107,-642.7809332686211,-631.7738138133839,-637.2773735410025,-637.277373541004
276,549,,44.013000000000005,98.22435620679708,110.17564379320326,104.20000000000017,104.199999999998
277,552,VBUYCZFBVCCYFD-JJYYJPOSSA-M,193.132,-1099.2769502467659,-1086.5613074539665,-1092.9191288503662,-1092.919128850367
278,554,NUCLJNSWZCHRKL-UHFFFAOYSA-M,175.125,-656.4559442620692,-628.1101414189174,-642.2830428404933,-642.2830428405055
279,557,BPMFZUMJYQTVII-UHFFFAOYSA-N,117.10799999999999,-327.911545123313,-300.80365110656714,-314.35759811494006,-314.35759811494313
280,563,OTOIIPJYVQJATP-BYPYZUCNSA-M,147.151,-646.0066746633033,-626.9198105988985,-636.4632426311009,34.98370211018144
281,567,ZAQJHHRNXZUBTE-WUJLRWPWSA-N,150.13,-749.7605766782598,-743.3569835467589,-746.5587801125093,-746.5587801125145
282,572,JXOHGGNKMLTUBP-HSUXUTPPSA-M,173.145,-790.3702849939718,-765.4512097862962,-777.910747390134,104.58870487192233
283,577,NAQGHJTUZRHGAC-ZZZDFHIKSA-J,450.255,-1969.705037797902,-1950.1277308798665,-1959.9163843388842,-360.36639715802636
284,578,MZFOKIKEPGUZEN-AGCMQPJKSA-I,862.57,-3549.59214771948,-3516.7997056938843,-3533.1959267066823,-336.8640587862537
285,581,SLWWJZMPHJJOPH-PHDIDXHHSA-M,171.12900000000002,-762.9835800565354,-738.300530550652,-750.6420553035937,131.8573969584591
286,585,FBPFZTCFMRRESA-KVTDHHQDSA-N,182.172,-946.6977942151609,-940.87181544636,-943.7848048307604,-943.7848048307603
287,587,OVBPIULPVIDEAO-LBPRGKRZSA-L,439.389,-136037.6269894291,134590.23360840007,-723.6966905145116,9.725715304930478
288,588,QVXMZFTWJVBUHP-IBOSZNHHSA-I,834.52,-3561.6030587246396,-3529.3395167568588,-3545.471287740749,-349.1394198203279
289,590,MUPFEKGTMRGPLJ-ZQSKZDJDSA-N,504.43800000000005,-2249.4669582588476,-2234.447205499727,-2241.957081879287,0.8687614916169504
290,594,OLXZPDWKRNYJJZ-RRKCRQDMSA-N,251.24599999999998,-35.94911063649892,-23.61680329002189,-29.782956963260403,502.74875493064354
291,612,GMKMEZVLHJARHF-WHFBIAKZSA-N,190.199,-692.054725717046,-680.1488561800563,-686.1017909485512,0.8271399335164801
292,617,OVPRPPOVAXRCED-WVZVXSGGSA-K,255.09599999999998,-1774.0794896900454,-1764.5201532460871,-1769.2998214680663,-1769.299821468068
293,621,JLVVSXFLKOJNIY-UHFFFAOYSA-N,24.304000000000002,-461.23607555569873,-449.2847879692925,-455.2604317624956,-455.2604317624957
294,626,SHZGCJCMOBCMKK-DHVFOXMCSA-N,164.157,-763.3932353192491,-756.0037060188789,-759.698470669064,-2.731223150426953
295,629,HZSAJDVWZRBGIF-UHFFFAOYSA-M,343.32,-200644.38460828603,199355.61678868788,-644.3839097990741,637.0627017535377
296,630,WHBMMWSBFZVSSR-GSVOUGTGSA-M,103.098,-521.302748778142,-512.434578047748,-516.868663412945,-516.8686634129439
297,631,ROWKJAVDOGWPAT-GSVOUGTGSA-N,88.10600000000001,-297.5658764072807,-290.90222646408256,-294.23405143568164,16.44351529969121
298,634,GBMIGEWJAPFSQI-CAFBYHECSA-K,785.678,-198004.37469807517,193453.7196778368,-2275.327510119192,39.84101915160815
299,635,SCBIBGUJSMHIAI-LHIIQLEZSA-K,773.6669999999999,-198084.05673637855,193374.03763953372,-2355.009548422408,-39.84101915160976
300,649,HXEACLLIILLPRG-YFKPBYRVSA-N,129.159,-336.18411334055827,-301.16808204351616,-318.6760976920372,-19.783187327865686
301,650,ZAQJHHRNXZUBTE-UCORVYFPSA-N,150.13,-760.3973779681077,-754.8592325508065,-757.6283052594571,2.448739125846382
302,652,UBORTCNDUKBEOP-UUOKFMHZSA-N,284.228,-624.3847122595724,-610.1965702146421,-617.2906412371073,-251.2996638151362
303,654,SIGQQUBJQXSAMW-ZCFIWIBFSA-J,304.086,-2406.609976098053,-2397.935544438414,-2402.2727602682335,-456.59542572081057
304,658,MTCFGRXMJLQNBG-UWTATZPHSA-N,105.09299999999999,-527.9960264894753,-516.8836612353311,-522.4398438624032,72.27710031233
305,664,LOIYMIARKYCTBW-OWOJBTEDSA-M,137.119,-93.35747249072007,-77.2543616459486,-85.30591706833434,112.46771010689582
306,675,VNWKTOKETHGBQD-UHFFFAOYSA-N,16.043,-40.35369568810758,-28.402408101701386,-34.37805189490448,-34.37805189490002
307,677,NFOYYXQAVVYWKV-HDRQGHTBSA-J,875.63,-3334.906261039426,-3300.807975630662,-3317.857118335044,-54.24096667828283
308,684,,28.014,12.724356206796976,24.675643793203157,18.700000000000067,18.700000000000127
309,689,RFMMMVDNIPUKGG-YFKPBYRVSA-L,187.15200000000002,-816.7815217010228,-803.9709814134341,-810.3762515572284,-391.2800565375148
310,701,KXDHJXZQYSOELW-UHFFFAOYSA-M,60.033,-381.40836740078646,-373.30258345467166,-377.35547542772906,-377.3554754277243
311,703,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,78.13,27.726931732090343,50.562160584134524,39.14454615811243,15.437600000001048
312,708,OINXHIBNZUUIMR-IXUYQXAASA-J,859.63,-3134.022518929797,-3099.3827861248865,-3116.702652527342,146.9134991294287
313,711,VAAHKRMGOFIORX-IKTBLOROSA-J,877.65,-3373.253417150144,-3339.3239510656776,-3356.2886841079107,-92.6725324511476
314,715,,58.08,45.07984401656724,57.031131602973424,51.055487809770334,51.05548780976875
315,739,XOMRRQXKHMYMOC-OAQYLSRUSA-N,399.616,-200500.53974838188,199499.46233473567,-500.53870682310736,-83.37475538782581
316,745,OIPILFWXSMYKGL-UHFFFAOYSA-N,146.209,-200286.08552510059,199713.9158213642,-286.08485186817643,-4.757738129923158
317,748,ROSDSFDQCJNGOL-UHFFFAOYSA-O,46.092,-9.321107405344593,2.6301801810616,-3.3454636121414967,-3.345463612140881
318,751,NTGWPRCCOQCMGE-YUMQZZPRSA-L,224.169,-785.1417288321256,-754.2611016786757,-769.7014152554007,-73.64482933085935
319,754,JSJWCHRYRHKBBW-UHFFFAOYSA-M,131.112,-470.6846355270476,-457.43217381460533,-464.05840467082646,-102.66450977929149
320,755,YEMKIGUKNDOZEG-UHFFFAOYSA-M,123.024,-977.4383871441005,-948.3257361002625,-962.8820616221815,-48.59576352468179
321,764,GTZCVFVGUGFEME-IWQZZHSRSA-K,171.08599999999998,-919.3464274499744,-913.0704297142973,-916.2084285821359,-916.2084285821412
322,767,JRLGPAXAGHMNOL-LURJTMIESA-N,174.2,-493.11162373995,-477.46189484223044,-485.2867592910902,391.28005653751563
323,779,PKEPPDGGTSZLBL-SKCNUYALSA-N,384.648,-472914.727767841,471751.5469375671,-581.5904151369217,3.400882585891475
324,784,JHIVVAPYMSGYDF-UHFFFAOYSA-N,98.145,-136.7507838763532,-107.90857354137344,-122.32967870886333,12.84019583277878
325,785,HXXFSFRBOHSIMQ-QTVWNMPRSA-L,258.12,-1758.5700059284554,-1751.5158073056932,-1755.0429066170743,-1755.042906617071
326,799,AWQIYVPBMVSGCL-PHDIDXHHSA-N,178.14,-882.3093420728978,-875.4910568414034,-878.9001994571506,-878.9001994571574
327,802,DKZBBWMURDFHNE-NSCUHMNNSA-N,178.187,-315.89737644989725,-296.2610568286085,-306.0792166392529,13.885773752784479
328,806,DQQDLYVHOTZLOR-OKQNPRBNSA-L,534.261,-3000.1950045563017,-2979.2535052561425,-2989.724254906222,0.06711060589835383
329,807,NQEQTYPJSIEPHW-MNOVXSKESA-L,285.193,-1094.967469057244,-1079.8760226658326,-1087.4217458615383,-1087.4217458615396
330,812,ALRHLSYJTWAHJZ-UHFFFAOYSA-M,89.071,-524.3862751906823,-512.4349876042762,-518.4106313974793,-518.4106313974712
331,817,VCWMRQDBPZKXKG-DXNLKLAMSA-N,342.29699999999997,-1672.0229506032465,-1641.3352284193047,-1656.6790895112756,0.8687614916174332
332,819,JMFRWRFFLBVWSI-NSCUHMNNSA-N,180.203,-343.6689239554693,-324.0326043341806,-333.85076414482495,-13.885773752783873
333,831,WXSKVKPSMAHCSG-UHFFFAOYSA-L,160.082,-958.2910918342901,-950.567271919659,-954.4291818769746,-954.4291818769692
334,837,FNZLKVNUWIIPSJ-CRCLSJGQSA-L,228.09400000000002,-1601.8515758202068,-1594.5637655929065,-1598.2076707065567,-1598.2076707065562
335,845,GEJXSVNGWOSZPC-UHFFFAOYSA-N,127.14299999999999,-296.61773868482624,-261.60170738778413,-279.1097230363052,19.78318732786824
336,848,YCWUVLPMLLBDCU-STQMWFEESA-L,470.44699999999995,-126295.05991747034,124899.27432149962,-697.8927979853613,311.5564737314149
337,851,VYGQUTWHTHXGQB-FFHKNEKCSA-N,524.874,165.97241575658882,213.7411449532467,189.85678035491776,-77.7882476561574
338,859,LEVWYRKDKASIDU-IMJSIDKUSA-N,240.29,-672.5231333880174,-660.5718458016113,-666.5474895948144,-666.5474895948139
339,866,VGONTNSXDCQUGY-RRKCRQDMSA-N,252.23,-252.92113963744106,-241.25164116847594,-247.0863904029585,285.4453214909482
340,867,RXMWXENJQAINCC-DMTCNVIQSA-M,191.11599999999999,-1051.4772466568422,-1044.397002234219,-1047.9371244455306,23.928080119596803
341,886,RHTAIKJZSXNELN-UHFFFAOYSA-N,113.116,-272.3758497756943,-249.3910471812657,-260.88344847848,196.58717233042185
342,888,PKVVTUWHANFMQC-UHFFFAOYSA-M,145.135,-609.8899676730947,-589.6157353971752,-599.7528515351349,71.69409320613717
343,889,OCYMERZCMYJQQO-UHFFFAOYSA-L,221.17,-200899.37294291967,199100.6273562559,-899.3727933319017,-637.0627017535325
344,897,YMJBYRVFGYXULK-QZABAPFNSA-M,258.143,-1611.6034964121463,-1599.7710842592837,-1605.687290335715,-1605.6872903357323
345,903,KDXKERNSBIXSRK-RXMQYKEDSA-O,147.197,-367.60587843315983,-352.5125853997483,-360.05923191645405,153.54549770639403
346,905,VGGSQFUCUMXWEO-UHFFFAOYSA-N,28.054000000000002,75.44630431190004,87.39759189830622,81.42194810510313,81.42194810510092
347,928,VPVOXUSPXFPWBN-UHFFFAOYSA-N,237.21900000000002,-135758.1088405171,134869.75108632565,-444.17887709572597,15.24099741919144
348,940,ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,72.107,-135.07168958321097,-125.28482845892904,-130.17825902107,-130.17825902107512
349,941,HEBKCHPVOIAQTA-QWWZWVQMSA-N,152.14600000000002,-782.798791052236,-769.1140648550075,-775.9564279536218,-775.9564279536246
350,947,FCCDDURTIIUXBY-SSDOTTSWSA-N,205.33,-104.7967301047284,-75.68367926289653,-90.24020468381246,11.094904548483946
351,951,RDHQFKQIGNGIED-MRVPVSSYSA-N,203.238,-200605.62778694736,199394.3735833072,-605.6271018200682,-201.60242549890776
352,954,FEWJPZIEWOKRBE-XIXRPRMCSA-L,148.071,-1013.4785029375728,-1004.274722442957,-1008.8766126902649,-66.20126249130702
353,978,QHHKKMYHDBRONY-WZZMXTMRSA-J,849.59,-3395.9567797403574,-3361.813375549275,-3378.885077644816,-182.55320972438474
354,983,KBDKAJNTYKVSEK-PYHARJCCSA-L,212.095,-1427.522752085632,-1415.3344044526752,-1421.4285782691536,-888.8968663752537
355,1011,HDYANYHVCAPMJV-GXNRKQDOSA-K,577.262,-3330.084134975608,-3308.532404119767,-3319.3082695476874,350.68597663614497
356,1023,HPEKPJGPWNSAAV-UHFFFAOYSA-M,141.10299999999998,-558.5124104524567,-547.2898509843302,-552.9011307183935,-27.144927685958326
357,1032,JLEBZPBDRKPWTD-TURQNECASA-O,255.24900000000002,-557.370012051939,-540.1578105941085,-548.7639113230238,-258.6267844365949
358,1033,DNIAPMSPPWPWGF-UHFFFAOYSA-N,76.095,-341.2724607075161,-333.7394050776345,-337.5059328925753,581.1222745289498
359,1035,PCMORTLOPMLEFB-ONEGZZNKSA-M,223.205,-725.7125308162477,-693.2691180271371,-709.4908244216924,343.8205128665441
360,1049,AGQJQCFEPUVXNK-UHFFFAOYSA-K,296.093,-1670.0012898247937,-1642.3971536307886,-1656.1992217277912,-637.0627017535343
361,1056,GUBGYTABKSRVRQ-QRZGKKJRSA-N,342.29699999999997,-1585.235049593994,-1576.7036775221777,-1580.969363558086,-1580.9693635580838
362,1058,TXXHDPDFNKHHGW-CCAGOZQPSA-L,140.095,-504.2225550805456,-492.99999561241896,-498.6112753464823,27.144927685957196
363,1062,AHLPHDHHMVZTML-SCSAIBSYSA-O,133.17,-377.5161360838104,-365.17767797838206,-371.34690703109624,32.411432028562324
364,1065,SHZGCJCMOBCMKK-JFNONXLTSA-N,164.157,-759.8126271409949,-754.2628886379482,-757.0377578894715,-0.07051037083526751
365,1088,IXZNKTPIYKDIGG-REOHCLBHSA-L,211.067,-1555.419047466126,-1542.17782574578,-1548.798436605953,-1548.7984366059593
366,1095,PPQRONHOSHZGFQ-WDCZJNDASA-L,228.09400000000002,-1601.641664555033,-1594.2585451925606,-1597.9501048737968,-1597.9501048737934
367,1101,,42.018,-144.92015676692566,-132.96886918051948,-138.94451297372257,-138.94451297372433
368,1107,XSTXAVWGXDQKEL-UHFFFAOYSA-N,131.38,19.479843233071225,31.431130819477413,25.45548702627432,25.455487026275573
369,1116,UQIGQRSJIKIPKZ-GSVOUGTGSA-M,147.107,-785.8260232386089,-776.008154352004,-780.9170887953064,-221.39379721396605
370,1122,CHDDAVCOAOFSLD-UHFFFAOYSA-L,166.02599999999998,-1300.456056661496,-1288.0444713481024,-1294.2502640047992,-1294.2502640048008
371,1138,FBPFZTCFMRRESA-GUCUJZIJSA-N,182.172,-948.7554338958522,-940.792433778625,-944.7739338372386,-14.210401431195967
372,1141,XFTRTWQBIOMVPK-YFKPBYRVSA-L,146.099,-838.9909325963823,-832.2093628212905,-835.6001477088364,-835.6001477088345
373,1144,VZCYOOQTPOCHFL-UPHRSURJSA-L,114.057,-597.9901766394614,-586.0388890530553,-592.0145328462584,-592.0145328462659
374,1145,HNEGQIOMVPPMNR-NSCUHMNNSA-L,128.084,-599.6420489312625,-588.7457866273803,-594.1939177793214,-594.1939177793242
375,1155,VDYDCVUWILIYQF-CSMHCCOUSA-M,378.38,-1231.6420095840897,-1211.1600096747022,-1221.401009629396,-27.498349769107136
376,1174,VLYUGYAKYZETRF-SSDOTTSWSA-N,207.35,-126.98653920170355,-97.87348835987157,-112.43001378078756,-11.094904548489124
377,1179,ZAQJHHRNXZUBTE-WVZVXSGGSA-N,150.13,-751.2782606835159,-742.5070502209338,-746.8926554522249,-746.8926554522272
378,1197,XRKBRPFTFKKHEF-DGDBGZAXSA-N,386.353,-1413.3535565493328,-1380.9101437602224,-1397.1318501547776,-343.82051286654416
379,1256,YSYKRGRSMLTJNL-URARBOGNSA-L,562.315,-2983.783468848634,-2962.3452973311055,-2973.06438308987,105.87965027308206
380,1260,BJHIKXHVCXFQLS-UYFOZJQFSA-N,180.15599999999998,-917.6794221125494,-914.9592480867504,-916.31933509965,-916.3193350996504
381,1290,XFTRTWQBIOMVPK-RXMQYKEDSA-L,146.099,-851.1130854236694,-841.3005483030142,-846.2068168633418,-846.2068168633398
382,1292,IZSRJDGCGRAUAR-WDCZJNDASA-M,193.132,-1093.5640086223218,-1087.1261014104832,-1090.3450550164025,0.6743736406199373
